chunk_id,doc_id,country,region,doc_type,pub_year,original_language,source_language_match,policy_topic_id
EU_AI_Act_Regulation_2024_1689_chunk_84,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_85,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_86,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_87,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_88,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_89,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_90,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_91,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_92,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_93,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_94,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_95,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_96,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_97,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_98,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_99,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_100,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_101,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_102,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_103,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_104,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,-1
EU_AI_Act_Regulation_2024_1689_chunk_105,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_106,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_107,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_108,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_109,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_110,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_111,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_112,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_113,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_114,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_115,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_116,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_117,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_118,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_119,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_120,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_121,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_122,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_123,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_124,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_125,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_126,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_127,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_128,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_129,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_130,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_131,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_132,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_133,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_134,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_135,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_136,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_137,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_138,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_139,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_140,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_141,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_142,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_143,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_144,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_145,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_146,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_147,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_148,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_149,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_150,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_151,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_152,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_153,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_154,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_155,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_156,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_157,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_158,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_159,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_160,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_161,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_162,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_163,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_164,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_165,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_166,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_167,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_168,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_169,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_170,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_171,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_172,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_173,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_174,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,-1
EU_AI_Act_Regulation_2024_1689_chunk_175,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_176,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_177,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,-1
EU_AI_Act_Regulation_2024_1689_chunk_178,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_179,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_183,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_184,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_185,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_188,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_189,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,-1
EU_AI_Act_Regulation_2024_1689_chunk_190,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,-1
EU_AI_Act_Regulation_2024_1689_chunk_191,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,-1
EU_AI_Act_Regulation_2024_1689_chunk_192,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,-1
EU_AI_Act_Regulation_2024_1689_chunk_193,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_194,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_195,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_196,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_197,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_198,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_200,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_201,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
EU_AI_Act_Regulation_2024_1689_chunk_202,EU_AI_Act_Regulation_2024_1689,European Union,Europe,Binding Regulation,2024,en,True,0
UK_National_AI_Strategy_2021_chunk_0,UK_National_AI_Strategy_2021,United Kingdom,Europe,National Strategy,2021,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_1,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_2,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_3,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_4,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_5,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_6,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_7,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,-1
UK_AI_Opportunities_Action_Plan_2025_chunk_8,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,5
UK_AI_Opportunities_Action_Plan_2025_chunk_9,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,5
UK_AI_Opportunities_Action_Plan_2025_chunk_10,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,5
UK_AI_Opportunities_Action_Plan_2025_chunk_11,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,8
UK_AI_Opportunities_Action_Plan_2025_chunk_12,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,8
UK_AI_Opportunities_Action_Plan_2025_chunk_13,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,-1
UK_AI_Opportunities_Action_Plan_2025_chunk_14,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,-1
UK_AI_Opportunities_Action_Plan_2025_chunk_15,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_16,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_17,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_18,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
UK_AI_Opportunities_Action_Plan_2025_chunk_19,UK_AI_Opportunities_Action_Plan_2025,United Kingdom,Europe,Action Plan,2025,en,True,18
Germany_AI_Strategy_Update_2023_chunk_0,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,7
Germany_AI_Strategy_Update_2023_chunk_2,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,7
Germany_AI_Strategy_Update_2023_chunk_3,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_4,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,7
Germany_AI_Strategy_Update_2023_chunk_5,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_6,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,8
Germany_AI_Strategy_Update_2023_chunk_7,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_8,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_9,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_10,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,18
Germany_AI_Strategy_Update_2023_chunk_11,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,5
Germany_AI_Strategy_Update_2023_chunk_12,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_13,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_14,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,7
Germany_AI_Strategy_Update_2023_chunk_15,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,2
Germany_AI_Strategy_Update_2023_chunk_16,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,2
Germany_AI_Strategy_Update_2023_chunk_17,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,7
Germany_AI_Strategy_Update_2023_chunk_18,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,17
Germany_AI_Strategy_Update_2023_chunk_19,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,5
Germany_AI_Strategy_Update_2023_chunk_20,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_21,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_22,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_23,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,0
Germany_AI_Strategy_Update_2023_chunk_24,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Germany_AI_Strategy_Update_2023_chunk_25,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,7
Germany_AI_Strategy_Update_2023_chunk_26,Germany_AI_Strategy_Update_2023,Germany,Europe,National Strategy,2023,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_1,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,3
Singapore_Model_AI_Governance_Framework_2020_chunk_2,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,15
Singapore_Model_AI_Governance_Framework_2020_chunk_3,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,16
Singapore_Model_AI_Governance_Framework_2020_chunk_4,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_5,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_6,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,9
Singapore_Model_AI_Governance_Framework_2020_chunk_7,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_8,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_9,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_10,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_11,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_12,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_13,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_14,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_15,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_16,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_17,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_18,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_19,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_20,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_21,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_22,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_23,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_24,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_25,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_26,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_27,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_28,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,0
Singapore_Model_AI_Governance_Framework_2020_chunk_29,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_30,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_31,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_32,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,-1
Singapore_Model_AI_Governance_Framework_2020_chunk_33,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,3
Singapore_Model_AI_Governance_Framework_2020_chunk_34,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
Singapore_Model_AI_Governance_Framework_2020_chunk_35,Singapore_Model_AI_Governance_Framework_2020,Singapore,Asia-Pacific,Framework,2020,en,True,1
