chunk_id,doc_id,country,region,doc_name,doc_type,year,topic_id,topic_words
Colombia_National_AI_Policy_CONPES4144_2025_chunk_83,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_84,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Colombia_National_AI_Policy_CONPES4144_2025_chunk_85,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_86,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_87,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Colombia_National_AI_Policy_CONPES4144_2025_chunk_88,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_89,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_90,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_91,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_92,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Colombia_National_AI_Policy_CONPES4144_2025_chunk_93,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_94,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_95,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Colombia_National_AI_Policy_CONPES4144_2025_chunk_96,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_97,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_98,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Colombia_National_AI_Policy_CONPES4144_2025_chunk_99,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Colombia_National_AI_Policy_CONPES4144_2025_chunk_100,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_101,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_102,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_103,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Colombia_National_AI_Policy_CONPES4144_2025_chunk_104,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_105,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_106,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,-1,
Colombia_National_AI_Policy_CONPES4144_2025_chunk_107,Colombia_National_AI_Policy_CONPES4144_2025,Colombia,Latin America,Colombia National AI Policy CONPES 4144 2025,National Policy,2025,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_0,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_1,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_2,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_3,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_4,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_5,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_6,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_7,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_8,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_9,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_10,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_11,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_12,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_13,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_14,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_15,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_16,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_17,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_18,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_19,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_20,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_21,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_22,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_23,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_24,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_25,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_26,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_27,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_28,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_29,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_30,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_31,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_32,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_33,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_34,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_35,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_36,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_37,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_38,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_39,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_40,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_41,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_42,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_43,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_44,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_45,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_46,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_47,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_48,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_49,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_50,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_51,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_52,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_53,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_54,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_55,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_56,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_57,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_58,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_59,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_60,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_61,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_62,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_63,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_64,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_65,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_66,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_67,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_68,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_69,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_70,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_71,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_72,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_73,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_74,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_75,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_76,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_77,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_78,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_79,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_80,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_81,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_82,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_83,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_84,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_85,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
Mexico_AI_National_Agenda_2018_chunk_86,Mexico_AI_National_Agenda_2018,Mexico,Latin America,Mexico Towards an AI National Agenda 2018,Policy Agenda,2018,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm"
